First_pokemon,Second_pokemon,Winner
48,676,676
513,434,434
651,86,651
289,269,289
16,54,16
280,482,482
468,18,18
661,232,661
25,372,25
199,464,464
38,229,38
437,310,310
614,20,20
686,274,274
427,684,427
650,139,139
38,387,38
399,232,232
630,466,466
243,589,589
99,350,350
43,281,281
232,300,300
157,535,157
642,327,642
146,203,146
221,332,332
462,691,462
286,645,645
487,182,487
477,43,477
368,691,368
416,594,594
569,205,569
176,244,244
438,309,438
481,101,101
657,415,657
318,375,318
370,506,370
435,380,435
298,332,332
206,43,206
501,398,398
541,531,531
699,493,493
542,44,542
432,626,432
310,408,310
42,182,42
43,467,467
656,189,189
121,363,121
152,137,152
237,310,310
637,81,637
538,680,680
106,481,106
522,640,640
626,289,289
75,47,75
580,129,580
519,633,519
373,627,373
561,330,330
324,92,324
651,169,169
692,278,278
163,592,163
586,413,586
200,243,243
80,389,389
234,363,234
164,517,164
604,674,604
47,152,152
692,159,159
471,267,267
546,562,546
88,190,190
150,713,150
218,164,164
288,361,288
573,608,608
371,121,121
213,419,419
220,67,220
487,114,487
155,256,155
253,713,713
309,412,309
426,274,426
697,532,697
644,486,486
260,705,705
572,642,642
419,148,419
475,479,479
718,13,718
510,353,510
536,586,586
490,66,490
124,340,124
537,404,537
480,76,480
291,256,291
448,310,310
642,515,642
227,503,503
221,301,301
331,275,275
623,253,253
420,372,372
234,109,234
665,226,226
674,389,389
531,716,716
685,436,685
676,685,676
651,665,651
494,567,567
44,81,81
467,468,467
97,545,545
96,532,96
592,124,124
459,273,459
532,113,532
437,474,474
526,618,618
367,462,462
184,151,151
173,669,669
75,623,623
81,607,81
676,243,243
308,463,308
367,637,637
693,255,693
553,401,553
451,688,451
403,555,555
647,532,647
237,290,237
312,517,312
580,476,580
379,561,561
400,487,487
371,147,147
281,665,281
578,455,455
409,482,482
636,526,526
618,659,659
192,96,96
575,489,489
562,106,562
592,546,546
379,38,38
130,216,130
500,221,500
654,332,654
672,309,309
602,31,31
222,337,337
231,144,144
458,240,240
68,375,68
421,713,713
352,219,352
305,45,45
491,711,491
375,193,193
172,296,296
172,711,711
431,660,431
7,183,7
560,589,560
521,706,521
283,359,359
195,381,381
489,417,417
138,50,50
222,232,232
174,457,457
416,555,555
546,153,546
177,488,488
155,173,155
449,272,272
390,353,390
362,202,362
334,375,334
140,614,140
563,709,709
620,584,620
317,209,317
550,470,550
142,47,142
238,325,238
660,282,282
334,541,334
145,58,145
422,296,422
382,524,382
557,489,489
641,275,641
108,140,140
268,62,62
101,219,101
472,650,472
142,377,142
174,178,178
557,19,19
223,17,17
550,356,550
336,237,237
606,242,242
97,544,97
490,311,490
697,489,489
629,525,629
291,483,291
271,612,612
488,284,488
670,541,670
83,619,619
535,87,87
66,511,511
689,136,689
616,123,123
520,501,520
396,389,396
251,707,251
120,337,120
4,150,150
474,155,474
235,564,564
337,651,337
632,497,497
52,48,52
466,637,637
624,203,203
477,579,477
467,551,467
656,394,656
451,464,464
586,100,100
367,206,367
18,396,18
349,704,704
686,339,339
76,708,76
484,170,484
75,299,75
18,354,354
600,588,588
344,526,344
520,52,52
441,145,145
230,79,230
499,375,499
283,114,283
616,103,103
412,681,681
140,692,140
714,81,714
461,10,461
634,328,634
246,43,246
46,99,99
679,625,625
640,540,640
523,76,523
511,610,511
84,432,432
396,286,286
460,321,321
605,310,310
553,155,553
676,30,676
156,15,156
291,215,291
490,418,490
341,57,57
204,361,361
280,602,602
228,485,485
638,550,638
249,608,249
703,675,675
139,424,424
575,90,575
407,315,407
198,689,198
278,636,278
65,245,65
23,277,277
368,388,368
2,88,88
418,148,418
259,42,42
226,378,226
408,280,408
486,638,638
413,51,51
597,181,181
325,319,319
94,360,94
487,382,382
184,368,368
512,625,512
714,25,25
584,285,584
331,102,102
339,543,339
405,385,385
222,89,89
281,632,632
137,713,137
639,553,639
198,133,198
347,391,391
713,505,505
588,407,407
59,471,59
567,5,567
117,658,658
340,331,340
161,400,400
497,229,497
184,353,184
70,79,70
230,665,230
341,346,346
452,638,638
306,428,428
700,516,516
363,587,587
397,296,397
555,657,657
364,341,364
12,70,12
707,691,707
22,129,22
457,103,457
290,546,546
194,602,602
65,369,369
612,227,612
321,29,321
446,64,446
336,517,336
469,97,469
665,586,586
143,157,157
652,391,391
76,527,527
434,73,73
285,2,2
424,618,424
589,158,589
440,687,687
292,101,101
458,484,484
594,54,594
7,630,630
399,380,380
310,495,310
273,25,25
199,260,260
512,116,512
564,300,300
677,696,677
393,420,393
683,58,58
555,658,658
64,492,64
571,472,571
684,454,454
599,174,599
527,52,52
11,458,458
5,275,275
193,99,193
54,337,337
615,580,615
368,664,368
193,711,193
571,294,571
306,287,306
671,402,671
622,511,511
231,548,231
327,185,327
661,289,289
609,256,609
460,702,702
113,201,113
415,716,716
492,84,492
318,707,707
500,346,500
19,667,667
163,125,125
251,577,251
712,617,617
522,438,438
231,8,8
656,343,656
405,521,521
290,223,223
158,412,158
379,547,547
278,649,649
581,665,581
50,47,47
225,462,225
10,128,128
133,174,133
474,76,76
227,595,227
151,470,151
263,380,380
2,176,2
158,187,187
487,255,487
364,547,547
399,318,318
351,535,351
547,148,547
125,708,125
162,572,162
542,552,542
347,194,347
466,557,466
378,357,357
48,685,685
12,13,12
709,367,709
718,676,676
256,25,25
245,334,245
230,477,230
350,124,124
47,589,47
266,344,344
153,284,284
603,598,603
667,600,667
697,287,697
377,521,521
686,486,486
190,650,190
346,191,346
399,424,424
312,259,312
391,650,391
569,201,569
170,421,421
344,52,52
131,307,307
690,199,199
380,544,380
359,377,359
644,387,644
343,309,309
99,69,99
514,59,514
343,464,343
666,102,666
358,62,62
49,248,49
426,46,426
493,476,493
273,597,273
97,8,97
379,457,457
163,571,571
229,609,229
41,696,41
326,341,326
530,594,530
238,172,238
702,230,702
90,644,644
712,167,167
269,463,269
485,715,715
36,182,36
581,624,581
261,643,643
48,636,636
251,349,251
286,530,530
372,141,141
138,109,109
288,562,562
184,219,184
429,348,429
313,1,313
534,585,534
284,565,565
240,256,240
10,273,10
347,441,441
21,637,637
368,388,368
335,404,335
473,389,473
267,600,267
365,98,365
531,644,644
214,567,567
167,643,643
555,486,486
403,265,403
320,604,320
35,679,679
375,404,404
691,700,700
359,252,359
129,527,129
627,310,310
291,83,291
506,359,359
566,537,566
328,412,328
334,18,18
598,152,152
447,234,234
664,1,1
520,289,289
577,477,477
632,103,632
242,317,317
282,70,282
465,671,671
131,697,697
636,532,636
184,585,585
270,348,348
651,682,651
244,397,244
605,262,262
464,651,651
363,127,127
689,502,689
115,129,115
427,11,427
711,546,711
610,276,276
173,12,12
308,664,308
6,571,571
714,515,515
436,316,436
175,604,604
504,401,504
575,24,24
130,575,130
137,507,507
184,231,184
678,488,678
598,410,410
483,702,702
80,501,501
662,239,239
107,69,107
139,555,555
74,501,501
391,282,391
703,541,703
548,595,595
125,329,329
648,159,648
553,254,254
491,47,491
37,330,330
265,707,707
204,504,504
700,611,611
560,411,560
633,563,633
146,307,146
486,204,486
53,557,53
44,227,227
507,580,507
643,509,643
17,596,596
294,22,22
544,172,172
717,549,717
254,7,254
181,67,181
605,201,201
122,471,122
269,376,376
129,286,286
296,623,623
186,371,186
102,619,619
560,551,551
523,434,523
256,334,334
542,103,542
352,464,464
215,300,215
414,391,391
554,192,554
57,155,57
68,485,485
690,201,201
466,656,466
414,353,414
377,627,627
146,406,146
453,100,453
118,696,118
189,566,189
66,321,321
299,499,499
293,663,663
214,694,214
350,398,398
166,127,127
483,36,483
407,398,398
589,542,589
456,158,456
75,6,6
208,594,594
76,632,76
350,690,350
710,84,84
418,459,418
509,554,509
419,336,419
224,154,154
655,628,655
637,721,721
177,21,21
11,721,721
104,464,464
314,401,314
56,62,62
257,322,257
320,5,5
704,681,681
393,557,557
583,580,583
541,38,38
308,480,480
292,85,85
36,361,36
208,448,448
453,448,448
529,447,529
106,592,592
149,276,276
37,336,336
607,179,179
1,201,201
431,184,431
35,135,135
150,12,150
320,668,668
283,325,283
339,98,339
264,462,264
474,562,562
721,349,349
230,268,230
684,383,383
455,73,455
695,612,695
49,75,75
504,642,642
1,316,1
416,664,416
171,360,171
539,404,539
226,673,226
691,301,301
509,67,67
664,150,150
322,643,643
21,670,21
24,198,198
598,245,598
17,453,17
697,77,77
590,637,637
375,714,714
632,579,632
241,14,241
182,399,182
95,377,95
96,463,463
470,1,470
665,357,357
124,654,124
92,615,615
553,575,553
105,632,632
492,586,492
58,86,58
247,102,247
266,29,29
321,441,441
405,636,405
657,86,657
500,715,715
545,237,545
183,306,306
579,716,716
165,183,165
152,108,152
584,263,584
55,653,55
415,381,381
682,503,503
252,300,252
678,279,678
172,656,656
573,714,573
337,176,337
196,25,196
426,88,426
328,563,563
480,140,480
242,675,675
444,384,384
551,370,370
140,509,509
493,34,493
307,121,121
284,141,141
219,11,11
455,368,368
347,425,347
369,380,380
252,46,46
210,332,332
482,458,482
507,563,563
499,571,571
382,5,382
227,614,227
216,618,216
693,404,404
366,261,261
148,329,329
306,173,306
231,602,231
151,546,151
8,328,8
379,716,716
209,187,187
702,258,702
595,489,489
491,304,491
246,636,636
561,405,561
164,574,164
57,326,57
440,460,460
497,389,497
221,130,130
623,339,339
244,197,244
484,70,484
211,159,211
267,436,267
112,279,112
126,33,126
387,380,380
111,415,111
252,558,558
33,650,33
332,595,595
666,500,666
390,64,64
470,626,470
584,575,584
517,680,680
218,540,540
138,316,316
406,616,616
321,365,365
484,171,484
509,252,252
329,567,567
310,600,310
305,672,672
568,516,516
248,468,468
235,702,702
694,22,22
122,345,122
618,529,529
220,108,220
509,638,638
144,252,144
629,483,483
208,351,351
590,223,590
715,146,715
70,670,70
97,380,380
56,481,481
465,413,465
391,137,391
451,420,451
261,156,156
404,37,37
45,144,144
239,285,239
631,166,166
164,539,539
267,586,586
407,670,407
116,398,398
258,416,416
401,310,310
631,214,214
339,239,239
310,596,596
55,383,383
456,513,456
304,151,151
300,239,239
95,375,95
619,404,619
719,75,719
266,613,613
244,108,244
617,242,617
80,416,416
515,594,594
639,97,639
435,282,435
415,617,617
51,67,51
394,441,441
524,160,160
126,161,126
614,43,614
497,325,497
720,362,362
87,280,87
31,578,31
25,388,388
73,557,73
698,478,478
20,551,20
595,599,595
549,644,644
264,64,64
529,695,529
705,564,705
588,250,250
453,287,453
406,107,107
654,597,654
184,625,625
570,666,666
37,557,37
694,448,448
337,377,337
363,174,363
578,15,15
93,150,150
98,660,660
431,198,198
489,188,188
212,531,212
538,146,146
657,171,657
92,555,555
76,415,415
346,118,118
311,535,311
134,559,134
606,129,606
484,169,169
232,483,483
117,134,117
714,200,200
375,658,658
444,529,444
248,615,248
46,494,494
422,8,8
247,490,490
576,95,95
365,420,365
154,652,154
530,17,530
664,651,651
451,684,451
327,295,295
710,267,267
526,266,526
331,201,201
457,507,457
331,271,271
698,8,8
317,177,177
43,499,499
130,601,601
238,681,238
509,309,509
382,220,382
328,640,640
414,618,414
591,619,619
336,574,336
315,676,676
146,272,146
303,677,677
434,95,434
315,552,552
181,694,694
612,122,612
695,373,695
629,487,487
76,357,357
648,214,648
467,419,419
612,519,612
532,433,433
535,439,535
582,615,615
355,352,352
156,627,156
385,310,310
495,248,495
552,296,552
617,323,323
88,331,331
20,66,20
529,96,529
72,375,72
250,540,250
417,235,417
666,371,666
592,128,128
555,204,555
173,716,716
503,492,492
59,239,239
70,324,70
557,156,156
373,682,682
288,525,525
356,359,359
374,564,374
390,70,390
53,274,53
617,654,617
48,504,48
562,622,622
351,578,351
99,656,99
306,160,160
257,318,257
503,53,53
321,164,164
393,505,505
261,600,600
515,4,4
504,359,359
147,108,147
644,650,644
127,24,127
653,83,83
303,209,303
491,664,491
630,600,630
613,276,276
545,360,545
414,551,414
685,585,585
616,11,11
719,501,719
718,526,718
336,275,275
120,487,487
264,407,264
406,528,528
583,245,245
42,589,42
492,75,492
705,104,705
717,587,587
76,259,259
195,568,568
560,684,560
144,516,516
538,686,686
305,242,305
194,213,194
590,483,483
123,77,123
126,599,126
693,323,693
69,411,411
709,361,709
272,607,272
656,456,656
426,673,426
374,22,22
99,709,99
388,565,388
130,440,130
287,12,12
426,301,301
224,493,493
130,250,250
119,247,119
88,182,182
185,702,702
620,16,620
505,276,276
361,402,402
298,192,192
480,67,480
502,341,502
134,287,134
209,720,720
399,663,663
657,355,657
130,555,555
145,227,145
314,79,79
226,683,226
370,94,94
141,667,141
109,124,124
97,112,97
108,443,443
80,31,31
543,271,543
394,69,394
145,193,145
210,660,660
412,314,314
123,145,123
483,566,483
551,437,551
230,102,230
117,429,429
680,477,477
305,562,305
463,621,463
38,452,38
268,244,244
273,89,89
128,464,128
307,709,709
54,428,428
42,389,42
396,533,396
293,653,653
388,564,388
105,589,589
87,17,17
472,191,472
193,14,193
335,495,335
323,542,542
407,606,407
378,483,483
503,392,392
702,475,702
185,489,489
592,268,268
455,350,350
90,115,115
453,29,453
2,47,2
126,531,126
524,56,56
461,668,461
78,300,78
423,19,19
427,404,427
160,427,427
689,75,689
199,233,233
487,663,663
242,675,675
388,349,388
531,218,531
367,92,92
55,64,64
204,466,466
357,674,357
343,626,626
169,281,169
152,472,472
410,682,410
161,282,282
592,368,368
693,58,58
573,684,573
661,85,85
33,590,33
524,268,268
106,690,106
299,710,710
383,34,383
471,438,438
334,91,334
249,117,249
61,176,61
696,346,696
131,720,720
203,639,639
424,108,424
43,42,42
113,625,625
470,343,470
402,383,383
417,364,417
47,144,144
475,582,475
16,148,148
102,656,656
644,382,382
145,290,145
473,603,473
230,281,281
467,469,469
122,566,122
517,369,369
401,489,489
417,257,417
544,103,103
586,486,486
152,549,549
165,642,642
34,518,34
64,156,64
337,721,721
260,67,260
37,415,415
350,534,350
687,606,687
655,272,655
524,484,484
44,246,246
534,350,350
377,610,610
156,175,156
192,16,16
577,120,120
577,406,406
314,698,314
573,42,573
343,178,178
363,218,363
28,331,28
676,609,609
5,484,484
76,543,76
587,171,587
180,565,180
553,625,553
244,126,244
247,119,119
1,210,210
695,561,695
141,414,141
57,99,57
357,380,380
204,338,338
70,528,528
672,499,499
559,241,241
467,428,428
80,551,551
566,352,566
393,129,393
638,258,638
267,607,267
334,654,334
153,35,153
139,296,139
597,70,597
592,332,332
244,534,244
37,598,598
601,69,601
350,627,350
126,5,126
646,489,646
151,604,151
649,555,649
282,660,282
459,94,94
3,669,3
688,103,103
230,569,230
599,637,637
301,400,400
484,616,484
709,167,709
512,440,512
325,711,711
427,701,701
575,532,575
150,160,150
428,585,428
379,361,361
621,494,494
155,6,6
409,500,500
364,623,623
24,230,230
590,292,292
605,462,462
402,493,493
541,700,700
17,413,17
478,364,478
263,291,291
309,235,235
260,616,260
295,602,295
482,252,482
270,572,572
304,516,516
367,712,367
75,532,532
656,325,656
10,145,145
432,485,432
495,629,495
81,244,244
176,4,4
455,139,139
572,371,572
359,14,359
36,188,188
96,540,540
353,191,353
402,470,470
688,115,115
129,149,149
